qID	sentence	option1	option2	answer	catégories syntaxiques	catégories sémantiques
30IRMPJWDZHWUPU4H04JLNO95XYKRL-2	Mary is sending an important package to Sarah, so _ collects it from the post office.	Mary	Sarah	2	_	finalité
30IRMPJWDZHWUPU4H04JLNO95XYKRL-1	Mary is sending an important package to Sarah, so _ takes it to the post office.	Mary	Sarah	1	_	finalité
37AQKJ12TXM8DNXJFYN6MTCNC09TTA-2	Craig volunteered to help the dyslexic students at the school while Joel avoided them, since _ struggled with reading.	Craig	Joel	2	_	comparaison
37AQKJ12TXM8DNXJFYN6MTCNC09TTA-1	Craig volunteered to help the dyslexic students at the school while Joel avoided them, since _ loved reading.	Craig	Joel	1	_	comparaison
3LOJFQ4BOZTHN4A6JXLZ8WVEK9ZDK5-1	Sarah took Mary's speech class; when she passed her final exam, _ celebrated with ice cream.	Sarah	Mary	1	_	
3LOJFQ4BOZTHN4A6JXLZ8WVEK9ZDK5-2	Sarah taught Mary's speech class; when she passed her final exam, _ celebrated with ice cream.	Sarah	Mary	2	_	
3VMHWJRYHVE5BZO2POJEUSISYL0XFW-1	Joseph decided to groom their dog in the waiting room unlike Leslie, so _ had the cleaner dog.	Joseph	Leslie	1	_	comparaison
3VMHWJRYHVE5BZO2POJEUSISYL0XFW-2	Joseph decided to groom their dog in the waiting room unlike Leslie, so _ had the dirtier dog.	Joseph	Leslie	2	_	comparaison
3WKGUBL7SZK0DPAOROK7SUQE70KL4A-2	The woman wanted to hang the dress in the closet but the _ was too large.	closet	dress	2	_	
3WKGUBL7SZK0DPAOROK7SUQE70KL4A-1	The woman wanted to hang the dress in the closet but the _ was too small.	closet	dress	1	_	
371Q3BEXDJNIEOSAGOJYQA5RQUIZSM-2	Ian did not see the tumor on Brett's leg, because _ was only receiving an eye exam.	Ian	Brett	2	BECAUSE	conséquence-cause
371Q3BEXDJNIEOSAGOJYQA5RQUIZSM-1	Ian did not see the tumor on Brett's leg, because _ was only performing an eye exam.	Ian	Brett	1	BECAUSE	conséquence-cause
3G3AJKPCXN6Z7DGUU1LXE0GI4024YC-2	The gathered  stones in the bag outweigh the collected coins because the _ are small in numbers.	stones	coins	2	BECAUSE	comparaison
3G3AJKPCXN6Z7DGUU1LXE0GI4024YC-1	The gathered stones in the bag outweigh the collected coins because the _ are much in numbers.	stones	coins	1	BECAUSE	comparaison
3ZC62PVYDH8MBLFNPIP00ZIZ2NGXX1-2	Samuel knew to recycle aluminum cans but not Logan because _ was never in need of extra change.	Samuel	Logan	2	BUT (not) + BECAUSE	comparaison
3ZC62PVYDH8MBLFNPIP00ZIZ2NGXX1-1	Samuel knew to recycle aluminum cans but not Logan because _ was always in need of extra change.	Samuel	Logan	1	BUT (not) + BECAUSE	comparaison
3VMV5CHJZ8D48IBDVYOZNAXYRK6GTQ-1	Jessica used the luxury brand to shampoo her hair instead of the generic brand. The _ brand made her hair beautiful.	luxury	generic	1	INSTEAD (2phrases) 	conséquence-cause
3VMV5CHJZ8D48IBDVYOZNAXYRK6GTQ-2	Jessica used the luxury brand to shampoo her hair instead of the generic brand. The _ brand made her hair ugly.	luxury	generic	2	INSTEAD (2phrases) 	conséquence-cause
3L84EBDQ370A7LH9RGVMKB2VA7WKKO-2	Rachel had a dog but Cynthia's dog was given up for adoption recently, so _ gave them their old leash.	Rachel	Cynthia	2	BUT + SO 	cause-conséquence
3L84EBDQ370A7LH9RGVMKB2VA7WKKO-1	Rachel had a dog but Cynthia's dog was given up for adoption recently, so _ was given their old leash.	Rachel	Cynthia	1	BUT + SO 	cause-conséquence
3ZTE0JGGCG6Q83P7HTIHV7U4IYFCO7-1	John said that he preferred the chocolate frosting over the lemon frosting because the _ tasted good.	chocolate	lemon	1	OVER + BECAUSE	implication
3ZTE0JGGCG6Q83P7HTIHV7U4IYFCO7-2	John said that he preferred the chocolate frosting over the lemon frosting because the _ tasted bad.	chocolate	lemon	2	OVER + BECAUSE	implication
3SR6AEG6W5REP05IPATGGR1EG75YH1-1	Betty is known as bilingual while Rachel is known as multilingual because _ can only speak two languages.	Betty	Rachel	1	WHILE + BECAUSE + ONLY 	comparaison
3SR6AEG6W5REP05IPATGGR1EG75YH1-2	Betty is known as bilingual while Rachel is known as multilingual because _ can speak more than two languages.	Betty	Rachel	2	WHILE + BECAUSE + THAN	comparaison
3WUVMVA7OB1ZK379FQL7DCNCEN9ZAB-2	during the vacation we stayed in the 3 star hotel and not the 5 star hotel because the _ were fully booked.	3 star	5 star	2	(not) BECAUSE	conséquence-cause
3WUVMVA7OB1ZK379FQL7DCNCEN9ZAB-1	during the vacation we stayed in the 3 star hotel and not the 5 star hotel because the _ were available.	3 star	5 star	1	(not) BECAUSE	conséquence-cause
363A7XIFV60X5816YR84K4YPG8JVAQ-2	The thief was able to be sneaky in the boots, but not in the sandals, because the _ were made of superior material.	sandals	boots	2	BUT (not) + BECAUSE	conséquence-cause
363A7XIFV60X5816YR84K4YPG8JVAQ-1	The thief was able to be sneaky in the boots, but not in the sandals, because the _ were made of inferior material.	sandals	boots	1	BUT (not) + BECAUSE	conséquence-cause
3LB1BGHFL2U4U9WDP4A5UA42WC8YTA-1	The quilt Margot was making would take up the whole closet, because the _ was huge.	quilt	closet	1	BECAUSE	conséquence-cause
3LB1BGHFL2U4U9WDP4A5UA42WC8YTA-2	The quilt Margot was making would take up the whole closet, because the _ was tiny.	quilt	closet	2	BECAUSE	conséquence-cause
3J9L0X0VDFKHLPSZCXN0IDIAR0OW9Y-2	Are you going to donate your charitable contribution to the church or the school? I think I'm going to give mine to the _ because they need new pews.	school	church	2	? + BECAUSE	
3J9L0X0VDFKHLPSZCXN0IDIAR0OW9Y-1	Are you going to donate your charitable contribution to the church or the school? I think I'm going to give mine to the _ because they need new computers.	school	church	1	? + BECAUSE	
3IH9TRB0FDDWPE4631GSUEFS4CI1IC-2	The oak tree weathered the storm but the sapling perished. This is because the _ tree was much more fragile.	oak	sapling	2	BUT + BECAUSE (2phrases)	comparaison de degré
3IH9TRB0FDDWPE4631GSUEFS4CI1IC-1	The oak tree weathered the storm but the sapling perished. This is because the _ tree was much more sturdy.	oak	sapling	1	BUT + BECAUSE (2phrases)	comparaison de degré
3N7PQ0KLI5N1PNHSAOSK5U8OFPL3EL-2	Benjamin had a more juvenile sense of humor than Donald so _ hated whoopie cushions.	Benjamin	Donald	2	THAN + SO	comparaison
3N7PQ0KLI5N1PNHSAOSK5U8OFPL3EL-1	Benjamin had a more juvenile sense of humor than Donald so _ enjoyed whoopie cushions.	Benjamin	Donald	1	THAN + SO	comparaison
3K8CQCU3KEZ2ARWTD7650EDUR71WNO-2	Eating sweets was a big problem for Carrie but not for Rebecca, thats why _ has a small waistline.	Carrie	Rebecca	2	BUT (not) + THATS WHY	comparaison
3K8CQCU3KEZ2ARWTD7650EDUR71WNO-1	Eating sweets was a big problem for Carrie but not for Rebecca, thats why _ has a large waistline.	Carrie	Rebecca	1	BUT (not) + THATS WHY	comparaison
3I01FDIL6OMM6O6GURFV809K39DD2J-2	The ground around Michael's house was solid unlike Aaron's because _ had a month long rainfall.	Michael	Aaron	2	BECAUSE	comparaison
3I01FDIL6OMM6O6GURFV809K39DD2J-1	The ground around Michael's house was solid unlike Aaron's because _ had a month long drought.	Michael	Aaron	1	BECAUSE	comparaison
3R5LWXWHR06BPZKX08PWCDI44HGXGE-1	Megan inserted an IV into Sarah's arm once they were admitted to the hospital, because _ was a nurse.	Megan	Sarah	1	BECAUSE	conséquence-cause
3R5LWXWHR06BPZKX08PWCDI44HGXGE-2	Megan inserted an IV into Sarah's arm once they were admitted to the hospital, because _ was dehydrated.	Megan	Sarah	2	BECAUSE	conséquence-cause
3XD2A6FGFP838XAXCQPZDM3YANKS9H-2	It was raining hard and the hat got soaked. The color began to blend together. His mom said the _ was ugly anyway and it had too many hats.	hat	color	2	(ø trois phrases) + BECAUSE	cause-conséquence
3XD2A6FGFP838XAXCQPZDM3YANKS9H-1	It was raining hard and the hat got soaked. The color began to blend together. His mom said the _ was ugly anyway because it had too many colors.	hat	color	1	BECAUSE	cause-conséquence
385MDVINFETLLQ4FI7QDZ5KLBPRWJV-1	The bedroom had to have the bureau replaced by the new closet , since the _ was too packed for all the new clothes.	bureau	closet	1	SINCE	
385MDVINFETLLQ4FI7QDZ5KLBPRWJV-2	The bedroom had to have the bureau replaced by the new closet , since the _ was very roomy for all the new clothes.	bureau	closet	2	SINCE	
3DWGDA5POF2MHVPZIA3BH5HDMDGV1S-2	The chef tried to put the banana in the cake but the _ was too large.	cake	banana	2	BUT (+ _ was + adv degré/nom)	
3DWGDA5POF2MHVPZIA3BH5HDMDGV1S-1	The chef tried to put the banana in the cake but the _ was too small.	cake	banana	1	BUT (+ _ was + adv degré/nom)	
3LB1BGHFL4AJOYVK92M5M8SBLAVTYY-1	Brett was more prepared to be a parent than Aaron because _ had spent a lot of time with children.	Brett	Aaron	1	THAN + BECAUSE	comparaison
3LB1BGHFL4AJOYVK92M5M8SBLAVTYY-2	Brett was more prepared to be a parent than Aaron because _ had spent very little time with children.	Brett	Aaron	2	THAN + BECAUSE	comparaison
3IWA71V4TKUOMVUY8TSASKTOZWR6XV-2	Patricia chose a hardy cultivar to grow unlike Tanya because _ had very fertile soil.	Patricia	Tanya	2	UNLIKE + BECAUSE	comparaison
3IWA71V4TKUOMVUY8TSASKTOZWR6XV-1	Patricia chose a hardy cultivar to grow unlike Tanya because _ had very rocky soil.	Patricia	Tanya	1	UNLIKE + BECAUSE	comparaison
31MBOZ6PAOP38TN3K3QPBS22ZFKLCA-1	Donna would prefer to do her reading at the workplace than at home, because the _ was too noisy.	home	workplace	1	THAN + BECAUSE	conséquence-cause
31MBOZ6PAOP38TN3K3QPBS22ZFKLCA-2	Donna would prefer to do her reading at the workplace than at home, because the _ was more quiet.	home	workplace	2	THAN + BECAUSE	conséquence-cause
3PEG1BH7AEP9EIDFL3ITL8J5NFRKBC-2	Donald invited Brett to Paris because _ knew how to speak the native language perfectly.	Donald	Brett	2	BECAUSE	conséquence-cause
3PEG1BH7AEP9EIDFL3ITL8J5NFRKBC-1	Donald invited Brett to Paris because _ didn't know how to speak the native language.	Donald	Brett	1	BECAUSE (+not?)	conséquence-cause
3ZXNP4Z39RJXWCS7TMIEV6AOTL97LC-2	Michael discovered Craig was a respected doctor so _ was asked many health related questions.	Michael	Craig	2	SO	cause-conséquence
3ZXNP4Z39RJXWCS7TMIEV6AOTL97LC-1	Michael discovered Craig was a respected doctor so _ asked him many health related questions.	Michael	Craig	1	SO	cause-conséquence
36QZ6V1589BMY0ZTQ38QHK23Y8MUSS-2	Glenda always drove the station wagon at night instead of the sports car, because the _ had dimmer headlights.	station wagon	sports car	2	INSTEAD + BECAUSE	conséquence-cause
36QZ6V1589BMY0ZTQ38QHK23Y8MUSS-1	Glenda always drove the station wagon at night instead of the sports car, because the _ had brighter headlights.	station wagon	sports car	1	INSTEAD + BECAUSE	conséquence-cause
3CIS7GGG67X0I6TI960LK1MWLVOUE1-2	Ryan ran over Ian's guinea pig with his car, causing _ to feel a great deal of pain.	Ryan	Ian	2	CAUSING	cause-conséquence
3CIS7GGG67X0I6TI960LK1MWLVOUE1-1	Ryan ran over Ian's guinea pig with his car, causing _ to feel a great deal of guilt.	Ryan	Ian	1	CAUSING	cause-conséquence
3V8JSVE8YYO25QEGZ9LAVO41T4QEY9-1	It was easier to prevent the post from falling over than the beam, because the _ was heavy.	beam	post	1	BECAUSE	conséquence-cause
3V8JSVE8YYO25QEGZ9LAVO41T4QEY9-2	It was easier to prevent the post from falling over than the beam, because the _ was light.	beam	post	2	BECAUSE	conséquence-cause
3D3B8GE892PR1GVY0B95QJAETLY9PO-2	It was easy for Joel but not Kevin to have fun on the camping trip because _ had not learned how to enjoy the outdoors.	Joel	Kevin	2	BUT (+not) + BECAUSE	comparaison
3D3B8GE892PR1GVY0B95QJAETLY9PO-1	It was easy for Joel but not Kevin to have fun on the camping trip because _ learned early how to enjoy the outdoors.	Joel	Kevin	1	BUT (+not) + BECAUSE	comparaison
39TX062QX1MAVN895TICTJTVVXM3XO-2	Dennis had a much higher testosterone level than Christopher, so _ started to worry about being able to have children.	Dennis	Christopher	2	THAN + SO	comparaison de degré
39TX062QX1MAVN895TICTJTVVXM3XO-1	Dennis had a much higher testosterone level than Christopher, so _ didn't have to worry about being able to have children.	Dennis	Christopher	1	THAN + SO (+negation?)	comparaison de degré
31ODACBENUDU67SC9UOL7J5EQ59SQ9-1	The ability to study French came easier to Angela than Samantha because _ had a strong language background.	Angela	Samantha	1	THAN + BECAUSE	comparaison
31ODACBENUDU67SC9UOL7J5EQ59SQ9-2	The ability to study French came easier to Angela than Samantha because _ did not have a strong language background.	Angela	Samantha	2	THAN + BECAUSE (+négation?)	comparaison 
33P2GD6NRP6YZKF85T4PZHACDA8KHK-1	The pool cue used by Emily at the billiards hall was covered with more chalk than the one used by Betty; consequently, _ was practically flawless when breaking.	Emily	Betty	1	THAN + CONSEQUENTLY	comparaison
33P2GD6NRP6YZKF85T4PZHACDA8KHK-2	The pool cue used by Emily at the billiards hall was covered with more chalk than the one used by Betty; consequently, _ was practically incompetent when breaking.	Emily	Betty	2	THAN + CONSEQUENTLY	comparaison 
3PCPFX4U40OL22NQ3AOM0KMZ1DNFQH-1	Katrina loves the taste of lettuce but Angela doesn't. _ ordered a big salad for dinner.	Katrina	Angela	1	BUT (negation) (ø)	comparaison de préférence
3PCPFX4U40OL22NQ3AOM0KMZ1DNFQH-2	Katrina loves the taste of lettuce but Angela doesn't. _ ordered a big steak for dinner.	Katrina	Angela	2	BUT (negation) (ø)	comparaison de préférence
3PKVGQTFIHIREUJLLF5AUV3K8WLRYA-1	Jason approached Steven to deliver the official subpoena and court summons, because _ was employed as a process server.	Jason	Steven	1	BECAUSE	
3PKVGQTFIHIREUJLLF5AUV3K8WLRYA-2	Jason approached Steven to deliver the official subpoena and court summons, because _ was being sued.	Jason	Steven	2	BECAUSE	
3PN6H8C9R64BBR1K768AEISIFNKDAL-2	The mother always consulted a book for her pregnancy because the _ was very  informative.	pregnancy	book	2	BECAUSE (+ _ was + adv degré/nom)	conséquence-cause
3PN6H8C9R64BBR1K768AEISIFNKDAL-1	The mother always consulted a book for her pregnancy because the _ was very difficult.	pregnancy	book	1	BECAUSE (+ _ was + adv degré/nom)	conséquence-cause
3DGDV62G7QNVVL96Z06Q8UQ9HIVP24-2	When Manny bought a new dog bed for the cage, he was disappointed when he tried to put it in. The _ was too small.	dog bed	cage	2	ø (pour cat sem : pcq trop grand/petit)	conséquence-cause
3DGDV62G7QNVVL96Z06Q8UQ9HIVP24-1	When Manny bought a new dog bed for the cage, he was disappointed when he tried to put it in. The _ was too big.	dog bed	cage	1	ø (pour cat sem : pcq trop grand/petit)	conséquence-cause
3SZYX62S5GYJUNPM1Z27EHER7V975O-2	Natalie helped Monica to get into a treatment program, after _ told of her drug addiction.	Natalie	Monica	2	AFTER	implication
3SZYX62S5GYJUNPM1Z27EHER7V975O-1	Natalie helped Monica to get into a treatment program, after _ heard of her drug addiction.	Natalie	Monica	1	AFTER	implication
30OITAWPBSHEIOWH1WD098WV0469HX-1	Nelson went to the doctors office without Dennis because _ had to change his prescription.	Nelson	Dennis	1	WITHOUT + BECAUSE	conséquence-cause
30OITAWPBSHEIOWH1WD098WV0469HX-2	Nelson went to the doctors office without Dennis because _ had to change the engine oil.	Nelson	Dennis	2	WITHOUT + BECAUSE	conséquence-cause
30Y6N4AHYPUOGJOUPJIWHATJQ5TDRW-2	The horse prefers the pasture over the barn because there is less room in the _ for the horse to stretch.	pasture	barn	2	BECAUSE	conséquence-cause
30Y6N4AHYPUOGJOUPJIWHATJQ5TDRW-1	The horse prefers the pasture over the barn because there is more room in the _ for the horse to stretch.	pasture	barn	1	BECAUSE	conséquence-cause
3KQC8JMJGE6S3M71KNCQIVT908NH37-2	She was never able to use lash curlers on her lashes because the _ are too large.	lashes	curlers	2	BECAUSE (+ _ was + adv degré/nom)	conséquence-cause
3KQC8JMJGE6S3M71KNCQIVT908NH37-1	She was never able to use lash curlers on her lashes because the _ are too thin.	lashes	curlers	1	BECAUSE (+ _ was + adv degré/nom)	conséquence-cause
37VE3DA4YUFICSC7FIFW8G3D0EBBHO-2	Ian asked Kevin to help with their taxes because _ was a successful, trained accountant.	Ian	Kevin	2	BECAUSE	conséquence-cause
37VE3DA4YUFICSC7FIFW8G3D0EBBHO-1	Ian was asked by Kevin to help with their taxes because _ was a successful, trained accountant.	Ian	Kevin	1	BECAUSE	conséquence-cause
3ROUCZ907H8RHSMA7YR8Q7OM9ZFOOB-1	Hangovers are really bad, but they are not as bad as migraines, because the _ are gone quick.	hangovers	migraines	1	BUT (+AS MAIS DIFF) + BECAUSE	comparaison
3ROUCZ907H8RHSMA7YR8Q7OM9ZFOOB-2	Hangovers are really bad, but they are not as bad as migraines, because the _ last awhile.	hangovers	migraines	2	BUT (+AS MAIS DIFF) + BECAUSE	comparaison
3IJ95K7NDXA6D56TY22NEBR624CNGS-1	Since Jennifer was in need of clothing while Natalie had extra, _ bought clothes from the thrift shop.	Jennifer	Natalie	1	WHILE	
3IJ95K7NDXA6D56TY22NEBR624CNGS-2	Since Jennifer was in need of clothing while Natalie had extra, _ gave clothes to the thrift shop.	Jennifer	Natalie	2	WHILE	
3VADEH0UHEBO0KQ4TFLWZC3DGTESPT-2	He found he had baking powder for the cake but borrowed baking soda from his neighbor since the _ was full.	soda	powder	2	BUT + SINCE	implication
3VADEH0UHEBO0KQ4TFLWZC3DGTESPT-1	He found he had baking powder for the cake but borrowed baking soda from his neighbor since the _ was empty.	soda	powder	1	BUT + SINCE	implication
3IYI9285WUEC7SYA1GQCNBDJKKNJCC-1	Justin was very good at playing music on the guitar unlike Craig because _ was very musical.	Justin	Craig	1	UNLIKE + BECAUSE	comparaison
3IYI9285WUEC7SYA1GQCNBDJKKNJCC-2	Justin was very good at playing music on the guitar unlike Craig because _ was very sporty.	Justin	Craig	2	UNLIKE + BECAUSE	comparaison
3D1UCPY6GINZAB68HJIK5I0AXUH388-2	Sheila didn't check the temperature of her flat iron before straightening her hair. The _ was fried.	iron	hair	2	BEFORE (+ø autre phrase)	cause-conséquence
3D1UCPY6GINZAB68HJIK5I0AXUH388-1	Sheila didn't check the temperature of her flat iron before straightening hair. The _ was hot.	iron	hair	1	BEFORE (+ø autre phrase)	cause-conséquence
36KM3FWE3TQZT52SOR8VPK69K5E70Y-2	Callie practiced dancing more than she practiced guitar although the recital next week was for the _ .	dancing	guitar	2	THAN + ALTHOUGH	comparaison de degré
36KM3FWE3TQZT52SOR8VPK69K5E70Y-1	Callie practiced dancing more than she practiced guitar because the recital next week was for the _ .	dancing	guitar	1	THAN + BECAUSE	comparaison de degré
334ZEL5JX8T6FKE3EF8HACYN590OSV-2	The dog's hair had to be removed after it got stuck in the mud because the _ was clean.	mud	hair	2	BECAUSE (+ _ was + adv degré/nom)	implication
334ZEL5JX8T6FKE3EF8HACYN590OSV-1	The dog's hair had to be removed after it got stuck in the mud because the _ was disgusting.	mud	hair	1	BECAUSE	implication
3NCN4N1H1IVPGDXP2EM95YOIBOFNBA-2	Terrorism was a concern in the countryside, but hardly a problem in the city, as the _ had much peace among people.	countryside	city	2	BUT + AS	
3NCN4N1H1IVPGDXP2EM95YOIBOFNBA-1	Terrorism was a concern in the countryside, but hardly a problem in the city, as the _ had much conflict among people.	countryside	city	1	BUT + AS	
3OEWW2KGQJ9LJ6WEXR1SNFOEAZPDOW-1	Jason was bald, but Hunter had a full head of hair, so _ had no need to buy hair gel.	Jason	Hunter	1	BUT + SO	comparaison
3OEWW2KGQJ9LJ6WEXR1SNFOEAZPDOW-2	Jason was bald, but Hunter had a full head of hair, so _ needed to buy hair gel.	Jason	Hunter	2	BUT + SO	comparaison
3VI0PC2ZA0YEB1028PE49KFFLXYXOR-1	The hair didn't work in a bun, but looked great in a ponytail.  The _ was ugly.	bun	ponytail	1	BUT (+ ø une phrase finale)	cause-conséquence
3VI0PC2ZA0YEB1028PE49KFFLXYXOR-2	The hair didn't work in a bun, but looked great in a ponytail.  The _ was cute.	bun	ponytail	2	BUT (+ ø une phrase finale)	cause-conséquence
3W5PY7V3UP5AG608DAW1S4HTYEGJYX-1	it will take them the whole of tomorrow to sort the short sticks, the long ones lasted a few hours only, the _ ones are visible.	long	short	1	ø (3phrases)	
3W5PY7V3UP5AG608DAW1S4HTYEGJYX-2	it will take them the whole of tomorrow to sort the short sticks, the long ones lasted a few hours only, the _ ones are imperceptible .	long	short	2	ø (3phrases)	
3KA7IJSNW8JPJY92ITZ19NTCAWUBPR-1	The clouds evoked great fear in the people, while the clear skies calmed them, because the _ were so foreboding.	clouds	skies	1	WHILE + BECAUSE (+so mais dans le sens tellement) 	
3KA7IJSNW8JPJY92ITZ19NTCAWUBPR-2	The clouds evoked great fear in the people, while the clear skies calmed them, because the _ were so comforting.	clouds	skies	2	WHILE + BECAUSE (+so mais dans le sens tellement) 	
32TZXEA1ONY2H75RICEO0D59YXA14V-2	The disease was very contagious. His clothes and homes had to be burned. The _ were ragged.	homes	clothes	2	ø	
32TZXEA1ONY2H75RICEO0D59YXA14V-1	The disease was very contagious. His clothes and homes had to be burned. The _ were huge.	homes	clothes	1	ø (3phrases)	
30QQTY5GMKI0F2F120AFMT67BR6U7W-1	Dina fed her children yogurt instead of ice cream because she thought that the _ was healthy.	yogurt	ice cream	1	INSTEAD + BECAUSE	conséquence-cause
30QQTY5GMKI0F2F120AFMT67BR6U7W-2	Dina fed her children yogurt instead of ice cream because she thought that the _ was unhealthy.	yogurt	ice cream	2	INSTEAD + BECAUSE	conséquence-cause
3A3KKYU7P3FWS9BT16R5NZOURYHMW7-1	Heather bought a doll for her daughters cradle the doll did not fit, the _ was too small.	cradle	doll	1	ø	
3A3KKYU7P3FWS9BT16R5NZOURYHMW7-2	Heather bought a doll for her daughters cradle the doll did not fit, the _ was too big.	cradle	doll	2	ø	
3FDWKV9VCPGYUULVQ4O4X9R6VHMUM4-2	They need to update their kitchen cabinets after buying more dishes because the _ are excessive.	cabinets	dishes	2	BECAUSE	conséquence-cause
3FDWKV9VCPGYUULVQ4O4X9R6VHMUM4-1	They need to update their kitchen cabinets after buying more dishes because the _ are small.	cabinets	dishes	1	BECAUSE	conséquence-cause
35YHTYFL1G1D7AJ7P9IW67L7IASVFR-1	Because Robert was experiencing hair loss and Brian was not, _ was jealous of his hair.	Robert	Brian	1	(not) ø 	comparaison
35YHTYFL1G1D7AJ7P9IW67L7IASVFR-2	Even though Robert was experiencing hair loss and Brian was not, _ was jealous of his hair.	Robert	Brian	2	(not) ø 	comparaison
31GN6YMHLR6EKTN551ZRR6B98MFSWD-1	She wanted to make a toilet paper roll butterfly by using the roll's tube and paint, but was unable to finish because the _ was too scarce.	paint	tube	1	BUT + BECAUSE (+ _ was + adv degré/nom)	cause imprévisible
31GN6YMHLR6EKTN551ZRR6B98MFSWD-2	She wanted to make a toilet paper roll butterfly by using the roll's tube and paint, but was unable to finish because the _ was too large.	paint	tube	2	BUT + BECAUSE (+ _ was + adv degré/nom)	cause imprévisible
3X52SWXE0ZJYDCY98F9RC17QLFAWCT-2	Lawrence shovelled their driveway after the snow storm while Aaron avoided doing so, so _ had a driveway that was covered in snow.	Lawrence	Aaron	2	WHILE + SO	implication
3X52SWXE0ZJYDCY98F9RC17QLFAWCT-1	Lawrence shovelled their driveway after the snow storm while Aaron avoided doing so, so _ had a driveway that was free from snow.	Lawrence	Aaron	1	WHILE + SO	implication
3HEM8MA6HBQCN4BR1BWR4COBWICQP7-1	Cathy felt a stronger bond with her dog than her cat because her _ was very aloof.	cat	dog	1	THAN + BECAUSE	
3HEM8MA6HBQCN4BR1BWR4COBWICQP7-2	Cathy felt a stronger bond with her dog than her cat because her _ was very affectionate.	cat	dog	2	THAN + BECAUSE	
3TKXBROM5VO3KVKATQMYYEBDWK1IJU-2	Patricia always had to clean up after Angela, because _ didn't care about living in filth.	Patricia	Angela	2	BECAUSE	
3TKXBROM5VO3KVKATQMYYEBDWK1IJU-1	Patricia always had to clean up after Angela, because _ didn't want to live in filth.	Patricia	Angela	1	BECAUSE	
3M93N4X8HM1SE9N6Y2GC2GH17WPJS5-1	Michael asked Brett for help moving a desk. _ wouldn't have been able to do it alone.	Michael	Brett	1	ø 	implication
3M93N4X8HM1SE9N6Y2GC2GH17WPJS5-2	Michael asked Brett for help moving a desk. _ wouldn't have been able to do it by himself either.	Michael	Brett	2	ø	implication
35ZRNT9RUKC2V3TOO07G24QACWE3OY-1	Jennifer liked to smoke pot but Laura like to smoke cigars. _ wound up in the local jail for smoking their favorite thing in public.	Jennifer	Laura	1	BUT (+ ø)	comparaison de préférence
35ZRNT9RUKC2V3TOO07G24QACWE3OY-2	Jennifer liked to smoke pot but Laura like to smoke cigars. _ avoided the local jail for smoking their favorite thing in public.	Jennifer	Laura	2	BUT (+ ø)	comparaison de préférence
3QXFBUZ4ZKEJ8VQ2V3E9S6J0AZ5GUB-2	Jeffrey believed Robert was spying on him during the private event, because _ was sneaky.	Jeffrey	Robert	2	BECAUSE	conséquence-cause
3QXFBUZ4ZKEJ8VQ2V3E9S6J0AZ5GUB-1	Jeffrey believed Robert was spying on him during the private event, because _ was paranoid.	Jeffrey	Robert	1	BECAUSE	conséquence-cause
3K2CEDRACBZ40S7Z61MU0FHVN6HTMA-1	Frank visited the bank to get a loan to buy a new car, and the _ was very skeptical.	loan	car	1	AND	
3K2CEDRACBZ40S7Z61MU0FHVN6HTMA-2	Frank visited the bank to get a loan to buy a new car, and the _ was very bold.	loan	car	2	AND	
3VZYA8PITQCK61O90YTYR0SCSTN506-1	Christopher needs Ian's advice on how to create a positive classroom atmosphere, because _ is a new teacher.	Christopher	Ian	1	BECAUSE (+ be)	conséquence-cause
3VZYA8PITQCK61O90YTYR0SCSTN506-2	Christopher needs Ian's advice on how to create a positive classroom atmosphere, because _ is an experienced teacher.	Christopher	Ian	2	BECAUSE (+ be)	conséquence-cause
3O2Y2UIUCQSZRZPVQ54P4YAQ27VFKP-2	Emily was having difficulty going through puberty but not Christine because _ had very weak acne causing hormones.	Emily	Christine	2	BUT (not) + BECAUSE	comparaison
3O2Y2UIUCQSZRZPVQ54P4YAQ27VFKP-1	Emily was having difficulty going through puberty but not Christine because _ had very strong acne causing hormones.	Emily	Christine	1	BUT (not) + BECAUSE	comparaison
3A520CCNWNY198GDJ37US2MULV6EAD-1	Hunter likes tulips and Ryan does not, so _ went to buy some from the store.	Hunter	Ryan	1	(not) SO	comparaison de préférence
3A520CCNWNY198GDJ37US2MULV6EAD-2	Hunter likes tulips and Ryan does not, so _ refused to buy some from the store.	Hunter	Ryan	2	(not) SO	comparaison de préférence
3H6W48L9F4N2DC86TMJX43IPRLBWPR-2	Victoria decided to choose express shipping while Katrina did not, so _ got her order last.	Victoria	Katrina	2	(not) SO	comparaison
3H6W48L9F4N2DC86TMJX43IPRLBWPR-1	Victoria decided to choose express shipping while Katrina did not, so _ got her order first.	Victoria	Katrina	1	(not) SO	comparaison
3MD8CKRQZ11GDUNTJDG7C6C4J58RJ9-1	The tutor was more suited for English studies than the professor , since _ was an effective teacher.	tutor	professor	1	MORE THAN + SINCE	comparaison degré
3MD8CKRQZ11GDUNTJDG7C6C4J58RJ9-2	The tutor was more suited for English studies than the professor , since _ was an inadequate teacher.	tutor	professor	2	MORE THAN + SINCE	comparaison degré
3UEDKCTP9X416V9WSKID84LHXXOK76-2	Victoria was more fashionable than Elena because _ always was concerned about leaving dandruff on their shirts.	Victoria	Elena	2	MORE THAN + BECAUSE	comparaison degré
